Model,TBS1102C
Firmware Version,v1.29.30

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0004,
Sample Interval,3.2e-07,
Filter Frequency,2e+08,
Record Length,20000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,,
TIME,CH1,CH2
-2.9840e-03,0.208906,3.49094
-2.9837e-03,0.236875,3.51969
-2.9834e-03,0.224375,3.51656
-2.9830e-03,0.239063,3.5125
-2.9827e-03,0.239063,3.5275
-2.9824e-03,0.251094,3.52125
-2.9821e-03,0.245,3.52453
-2.9818e-03,0.256563,3.55156
-2.9814e-03,0.245156,3.54844
-2.9811e-03,0.241094,3.55375
-2.9808e-03,0.250937,3.57203
-2.9805e-03,0.256406,3.56172
-2.9802e-03,0.247031,3.56156
-2.9798e-03,0.265,3.58312
-2.9795e-03,0.26375,3.57969
-2.9792e-03,0.264375,3.59016
-2.9789e-03,0.27375,3.60625
-2.9786e-03,0.283281,3.60938
-2.9782e-03,0.282813,3.61578
-2.9779e-03,0.290469,3.61844
-2.9776e-03,0.291563,3.61422
-2.9773e-03,0.2825,3.62156
-2.9770e-03,0.302812,3.63313
-2.9766e-03,0.286719,3.61797
-2.9763e-03,0.288594,3.65172
-2.9760e-03,0.287969,3.65203
-2.9757e-03,0.307969,3.64922
-2.9754e-03,0.302031,3.66234
-2.9750e-03,0.320469,3.66688
-2.9747e-03,0.318594,3.66625
-2.9744e-03,0.320469,3.67719
-2.9741e-03,0.314844,3.68203
-2.9738e-03,0.330313,3.68281
-2.9734e-03,0.331094,3.71031
-2.9731e-03,0.335313,3.71016
-2.9728e-03,0.336406,3.70031
-2.9725e-03,0.329531,3.72422
-2.9722e-03,0.337344,3.71578
-2.9718e-03,0.325625,3.72125
-2.9715e-03,0.35125,3.74188
-2.9712e-03,0.357187,3.73766
-2.9709e-03,0.354375,3.735
-2.9706e-03,0.353438,3.7525
-2.9702e-03,0.360469,3.74594
-2.9699e-03,0.366563,3.76453
-2.9696e-03,0.359531,3.7675
-2.9693e-03,0.360938,3.76375
-2.9690e-03,0.366094,3.78109
-2.9686e-03,0.3675,3.78359
-2.9683e-03,0.363125,3.78844
-2.9680e-03,0.378125,3.79359
-2.9677e-03,0.396562,3.81141
-2.9674e-03,0.385469,3.80563
-2.9670e-03,0.39375,3.81516
-2.9667e-03,0.400469,3.82266
-2.9664e-03,0.407031,3.81344
-2.9661e-03,0.401094,3.83641
-2.9658e-03,0.402344,3.83359
-2.9654e-03,0.41375,3.82797
-2.9651e-03,0.406719,3.84672
-2.9648e-03,0.413125,3.85266
-2.9645e-03,0.404062,3.83531
-2.9642e-03,0.42,3.86547
-2.9638e-03,0.426719,3.86609
-2.9635e-03,0.436563,3.85922
-2.9632e-03,0.438125,3.88047
-2.9629e-03,0.435469,3.8775
-2.9626e-03,0.445312,3.87469
-2.9622e-03,0.445312,3.90844
-2.9619e-03,0.449219,3.89344
-2.9616e-03,0.447344,3.89891
-2.9613e-03,0.453906,3.92
-2.9610e-03,0.452031,3.89969
-2.9606e-03,0.460781,3.92125
-2.9603e-03,0.464844,3.94297
-2.9600e-03,0.474375,3.9275
-2.9597e-03,0.46625,3.94078
-2.9594e-03,0.472031,3.94828
-2.9590e-03,0.492188,3.93766
-2.9587e-03,0.480469,3.95047
-2.9584e-03,0.490625,3.96891
-2.9581e-03,0.488906,3.9575
-2.9578e-03,0.481719,3.97125
-2.9574e-03,0.484531,3.97063
-2.9571e-03,0.485313,3.96078
-2.9568e-03,0.495625,3.99578
-2.9565e-03,0.50125,3.99078
-2.9562e-03,0.506406,3.98859
-2.9558e-03,0.506563,4.01313
-2.9555e-03,0.510781,4.00125
-2.9552e-03,0.513281,4.00125
-2.9549e-03,0.513437,4.02625
-2.9546e-03,0.524531,4.01844
-2.9542e-03,0.541719,4.00406
-2.9539e-03,0.538281,4.03297
-2.9536e-03,0.522188,4.0325
-2.9533e-03,0.545156,4.03062
-2.9530e-03,0.530781,4.04266
-2.9526e-03,0.542813,4.04281
-2.9523e-03,0.554844,4.03828
-2.9520e-03,0.55375,4.06
-2.9517e-03,0.560625,4.05359
-2.9514e-03,0.569219,4.05875
-2.9510e-03,0.564063,4.06797
-2.9507e-03,0.577969,4.06969
-2.9504e-03,0.578438,4.07422
-2.9501e-03,0.574063,4.09328
-2.9498e-03,0.566406,4.07953
-2.9494e-03,0.578594,4.09547
-2.9491e-03,0.601406,4.11422
-2.9488e-03,0.595781,4.09656
-2.9485e-03,0.590469,4.10766
-2.9482e-03,0.600625,4.1225
-2.9478e-03,0.608281,4.11094
-2.9475e-03,0.608281,4.12766
-2.9472e-03,0.606563,4.11562
-2.9469e-03,0.6075,4.11141
-2.9466e-03,0.612656,4.13281
-2.9462e-03,0.632969,4.13203
-2.9459e-03,0.627344,4.13016
-2.9456e-03,0.631563,4.15797
-2.9453e-03,0.635469,4.15078
-2.9450e-03,0.633594,4.14922
-2.9446e-03,0.640625,4.16219
-2.9443e-03,0.644844,4.15391
-2.9440e-03,0.660156,4.15844
-2.9437e-03,0.652656,4.16781
-2.9434e-03,0.666563,4.15875
-2.9430e-03,0.657344,4.16875
-2.9427e-03,0.667813,4.18078
-2.9424e-03,0.665,4.17344
-2.9421e-03,0.688906,4.18063
-2.9418e-03,0.688125,4.18938
-2.9414e-03,0.701719,4.18469
-2.9411e-03,0.711094,4.19094
-2.9408e-03,0.709219,4.19906
-2.9405e-03,0.70625,4.18156
-2.9402e-03,0.714844,4.19828
-2.9398e-03,0.721406,4.21219
-2.9395e-03,0.721406,4.20094
-2.9392e-03,0.722187,4.21406
-2.9389e-03,0.724844,4.22687
-2.9386e-03,0.727187,4.19703
-2.9382e-03,0.728125,4.21891
-2.9379e-03,0.745938,4.23156
-2.9376e-03,0.7525,4.22
-2.9373e-03,0.762813,4.23953
-2.9370e-03,0.755938,4.23578
-2.9366e-03,0.765625,4.22703
-2.9363e-03,0.757344,4.24234
-2.9360e-03,0.771094,4.24062
-2.9357e-03,0.767188,4.22922
-2.9354e-03,0.776875,4.24047
-2.9350e-03,0.794844,4.24047
-2.9347e-03,0.793438,4.24109
-2.9344e-03,0.795156,4.25141
-2.9341e-03,0.79625,4.25844
-2.9338e-03,0.801719,4.24594
-2.9334e-03,0.801406,4.26734
-2.9331e-03,0.819219,4.25328
-2.9328e-03,0.825781,4.24266
-2.9325e-03,0.813281,4.27562
-2.9322e-03,0.833438,4.25406
-2.9318e-03,0.839531,4.26344
-2.9315e-03,0.842656,4.26359
-2.9312e-03,0.8475,4.25891
-2.9309e-03,0.850156,4.26813
-2.9306e-03,0.857344,4.26453
-2.9302e-03,0.856875,4.2475
-2.9299e-03,0.867188,4.25969
-2.9296e-03,0.868437,4.26687
-2.9293e-03,0.885156,4.25484
-2.9290e-03,0.886094,4.28234
-2.9286e-03,0.8875,4.26969
-2.9283e-03,0.901719,4.26141
-2.9280e-03,0.894844,4.27609
-2.9277e-03,0.894062,4.27719
-2.9274e-03,0.920625,4.26719
-2.9270e-03,0.918438,4.27547
-2.9267e-03,0.929688,4.26656
-2.9264e-03,0.935469,4.25312
-2.9261e-03,0.943125,4.27813
-2.9258e-03,0.9525,4.25781
-2.9254e-03,0.961719,4.24219
-2.9251e-03,0.966094,4.26016
-2.9248e-03,0.969688,4.25078
-2.9245e-03,0.985313,4.25312
-2.9242e-03,0.9875,4.26438
-2.9238e-03,1.00094,4.24047
-2.9235e-03,1.00375,4.23891
-2.9232e-03,1.01078,4.24734
-2.9229e-03,1.01297,4.21656
-2.9226e-03,1.02531,4.22453
-2.9222e-03,1.01266,4.23891
-2.9219e-03,1.04078,4.21203
-2.9216e-03,1.04234,4.21859
-2.9213e-03,1.05563,4.22156
-2.9210e-03,1.06344,4.20047
-2.9206e-03,1.06625,4.21422
-2.9203e-03,1.07172,4.20109
-2.9200e-03,1.08797,4.18656
-2.9197e-03,1.0925,4.20375
-2.9194e-03,1.10438,4.18594
-2.9190e-03,1.10531,4.1775
-2.9187e-03,1.11406,4.17922
-2.9184e-03,1.12422,4.17891
-2.9181e-03,1.14516,4.15531
-2.9178e-03,1.14406,4.17438
-2.9174e-03,1.14312,4.15172
-2.9171e-03,1.165,4.14125
-2.9168e-03,1.175,4.15234
-2.9165e-03,1.18797,4.12188
-2.9162e-03,1.18906,4.11344
-2.9158e-03,1.20813,4.11484
-2.9155e-03,1.20797,4.10922
-2.9152e-03,1.21687,4.1
-2.9149e-03,1.22172,4.09797
-2.9146e-03,1.24656,4.07547
-2.9142e-03,1.25109,4.04844
-2.9139e-03,1.25594,4.05906
-2.9136e-03,1.27641,4.03188
-2.9133e-03,1.28469,4.02484
-2.9130e-03,1.28984,4.02656
-2.9126e-03,1.30734,4.00344
-2.9123e-03,1.32563,3.99594
-2.9120e-03,1.32688,3.99734
-2.9117e-03,1.33937,3.96687
-2.9114e-03,1.35266,3.95297
-2.9110e-03,1.36312,3.94219
-2.9107e-03,1.37219,3.92469
-2.9104e-03,1.38641,3.91172
-2.9101e-03,1.41281,3.90328
-2.9098e-03,1.44266,3.87312
-2.9094e-03,1.4275,3.86516
-2.9091e-03,1.44031,3.84406
-2.9088e-03,1.46344,3.81344
-2.9085e-03,1.46156,3.81641
-2.9082e-03,1.50141,3.79828
-2.9078e-03,1.49969,3.76484
-2.9075e-03,1.51375,3.76531
-2.9072e-03,1.53531,3.72969
-2.9069e-03,1.53766,3.7125
-2.9066e-03,1.56563,3.69922
-2.9062e-03,1.57203,3.66797
-2.9059e-03,1.59219,3.64453
-2.9056e-03,1.60406,3.63984
-2.9053e-03,1.635,3.59984
-2.9050e-03,1.64594,3.58766
-2.9046e-03,1.6625,3.57688
-2.9043e-03,1.66719,3.53297
-2.9040e-03,1.68891,3.51641
-2.9037e-03,1.71391,3.49594
-2.9034e-03,1.73641,3.45188
-2.9030e-03,1.75531,3.42016
-2.9027e-03,1.78063,3.39938
-2.9024e-03,1.79469,3.35312
-2.9021e-03,1.81266,3.34359
-2.9018e-03,1.82188,3.31969
-2.9014e-03,1.86172,3.26375
-2.9011e-03,1.87797,3.2475
-2.9008e-03,1.88266,3.21875
-2.9005e-03,1.92703,3.17375
-2.9002e-03,1.94484,3.14578
-2.8998e-03,1.96844,3.11641
-2.8995e-03,1.98203,3.07656
-2.8992e-03,2.00031,3.04578
-2.8989e-03,2.03187,3.01313
-2.8986e-03,2.06953,2.96
-2.8982e-03,2.08078,2.95
-2.8979e-03,2.11672,2.90281
-2.8976e-03,2.12891,2.85484
-2.8973e-03,2.15656,2.83359
-2.8970e-03,2.17266,2.78375
-2.8966e-03,2.20438,2.74406
-2.8963e-03,2.21953,2.725
-2.8960e-03,2.24266,2.67125
-2.8957e-03,2.27328,2.61656
-2.8954e-03,2.29203,2.59266
-2.8950e-03,2.33,2.54609
-2.8947e-03,2.36078,2.48344
-2.8944e-03,2.38063,2.4575
-2.8941e-03,2.41281,2.39891
-2.8938e-03,2.43375,2.35656
-2.8934e-03,2.46625,2.32281
-2.8931e-03,2.50141,2.26375
-2.8928e-03,2.52516,2.23094
-2.8925e-03,2.55656,2.18375
-2.8922e-03,2.59422,2.13141
-2.8918e-03,2.61406,2.09672
-2.8915e-03,2.65391,2.04047
-2.8912e-03,2.67344,1.97859
-2.8909e-03,2.70641,1.94078
-2.8906e-03,2.72891,1.89906
-2.8902e-03,2.76047,1.84578
-2.8899e-03,2.78969,1.81969
-2.8896e-03,2.81469,1.7625
-2.8893e-03,2.84281,1.70688
-2.8890e-03,2.87,1.6675
-2.8886e-03,2.9,1.61938
-2.8883e-03,2.9275,1.57203
-2.8880e-03,2.94844,1.53719
-2.8877e-03,2.97719,1.48906
-2.8874e-03,3.015,1.44562
-2.8870e-03,3.03469,1.41063
-2.8867e-03,3.06609,1.36062
-2.8864e-03,3.08219,1.31313
-2.8861e-03,3.12594,1.28297
-2.8858e-03,3.14609,1.23266
-2.8854e-03,3.16031,1.19203
-2.8851e-03,3.18922,1.17016
-2.8848e-03,3.20297,1.12906
-2.8845e-03,3.24594,1.07688
-2.8842e-03,3.27313,1.05625
-2.8838e-03,3.27891,1.01125
-2.8835e-03,3.31188,0.984688
-2.8832e-03,3.33688,0.960625
-2.8829e-03,3.35484,0.923906
-2.8826e-03,3.38563,0.907969
-2.8822e-03,3.40047,0.871563
-2.8819e-03,3.42422,0.820312
-2.8816e-03,3.44234,0.81875
-2.8813e-03,3.465,0.783281
-2.8810e-03,3.47344,0.741719
-2.8806e-03,3.50734,0.741094
-2.8803e-03,3.5225,0.720781
-2.8800e-03,3.53594,0.678125
-2.8797e-03,3.55234,0.660781
-2.8794e-03,3.58031,0.640938
-2.8790e-03,3.59766,0.619375
-2.8787e-03,3.61406,0.606719
-2.8784e-03,3.63266,0.575781
-2.8781e-03,3.64203,0.554688
-2.8778e-03,3.66281,0.565781
-2.8774e-03,3.68,0.529219
-2.8771e-03,3.69078,0.502031
-2.8768e-03,3.70797,0.495938
-2.8765e-03,3.72266,0.471562
-2.8762e-03,3.72281,0.465469
-2.8758e-03,3.74109,0.453281
-2.8755e-03,3.7575,0.443125
-2.8752e-03,3.76234,0.415
-2.8749e-03,3.77937,0.407656
-2.8746e-03,3.79281,0.38625
-2.8742e-03,3.80656,0.394219
-2.8739e-03,3.81547,0.372188
-2.8736e-03,3.82859,0.370156
-2.8733e-03,3.8475,0.358438
-2.8730e-03,3.85469,0.354063
-2.8726e-03,3.86719,0.333125
-2.8723e-03,3.8725,0.318594
-2.8720e-03,3.88156,0.319219
-2.8717e-03,3.90063,0.30125
-2.8714e-03,3.89688,0.302031
-2.8710e-03,3.92047,0.310312
-2.8707e-03,3.92719,0.287031
-2.8704e-03,3.93547,0.285156
-2.8701e-03,3.93828,0.279375
-2.8698e-03,3.95281,0.267969
-2.8694e-03,3.95953,0.282187
-2.8691e-03,3.97031,0.2575
-2.8688e-03,3.97406,0.252812
-2.8685e-03,3.99016,0.261719
-2.8682e-03,3.98828,0.258437
-2.8678e-03,4.00641,0.232344
-2.8675e-03,4.01172,0.249062
-2.8672e-03,4.025,0.231406
-2.8669e-03,4.02078,0.221406
-2.8666e-03,4.03969,0.239687
-2.8662e-03,4.03812,0.22375
-2.8659e-03,4.05266,0.224375
-2.8656e-03,4.05656,0.226406
-2.8653e-03,4.06781,0.2075
-2.8650e-03,4.07656,0.208437
-2.8646e-03,4.08188,0.209219
-2.8643e-03,4.09328,0.204687
-2.8640e-03,4.08938,0.205625
-2.8637e-03,4.11484,0.214219
-2.8634e-03,4.11281,0.190781
-2.8630e-03,4.10797,0.202344
-2.8627e-03,4.12641,0.206719
-2.8624e-03,4.13047,0.193438
-2.8621e-03,4.13594,0.190938
-2.8618e-03,4.15109,0.200469
-2.8614e-03,4.15484,0.170313
-2.8611e-03,4.15391,0.184531
-2.8608e-03,4.16797,0.18375
-2.8605e-03,4.17406,0.188594
-2.8602e-03,4.17203,0.184062
-2.8598e-03,4.17797,0.183438
-2.8595e-03,4.20844,0.177344
-2.8592e-03,4.205,0.182656
-2.8589e-03,4.21766,0.164062
-2.8586e-03,4.22109,0.173906
-2.8582e-03,4.23297,0.185938
-2.8579e-03,4.24109,0.157969
-2.8576e-03,4.24406,0.166719
-2.8573e-03,4.24609,0.1625
-2.8570e-03,4.24844,0.158594
-2.8566e-03,4.25344,0.157031
-2.8563e-03,4.27125,0.172656
-2.8560e-03,4.27047,0.163125
-2.8557e-03,4.28141,0.155625
-2.8554e-03,4.285,0.160469
-2.8550e-03,4.29031,0.160469
-2.8547e-03,4.30531,0.146875
-2.8544e-03,4.31156,0.157344
-2.8541e-03,4.31047,0.146094
-2.8538e-03,4.32078,0.154688
-2.8534e-03,4.32734,0.154375
-2.8531e-03,4.33281,0.141875
-2.8528e-03,4.34266,0.145313
-2.8525e-03,4.35438,0.141719
-2.8522e-03,4.36047,0.152656
-2.8518e-03,4.34766,0.15625
-2.8515e-03,4.36516,0.144063
-2.8512e-03,4.37047,0.146563
-2.8509e-03,4.38453,0.16125
-2.8506e-03,4.39438,0.145937
-2.8502e-03,4.38734,0.133125
-2.8499e-03,4.40109,0.152031
-2.8496e-03,4.39547,0.154375
-2.8493e-03,4.4075,0.140313
-2.8490e-03,4.4075,0.15
-2.8486e-03,4.42516,0.142344
-2.8483e-03,4.43484,0.133906
-2.8480e-03,4.42766,0.144844
-2.8477e-03,4.44,0.133125
-2.8474e-03,4.44656,0.139063
-2.8470e-03,4.44531,0.148281
-2.8467e-03,4.46563,0.132031
-2.8464e-03,4.46547,0.128906
-2.8461e-03,4.47438,0.146094
-2.8458e-03,4.46781,0.133281
-2.8454e-03,4.47656,0.131406
-2.8451e-03,4.48984,0.14125
-2.8448e-03,4.49328,0.123281
-2.8445e-03,4.50547,0.142969
-2.8442e-03,4.515,0.142656
-2.8438e-03,4.51547,0.132656
-2.8435e-03,4.52672,0.131094
-2.8432e-03,4.54625,0.128906
-2.8429e-03,4.52969,0.129219
-2.8426e-03,4.56047,0.130781
-2.8422e-03,4.5575,0.129844
-2.8419e-03,4.56078,0.112812
-2.8416e-03,4.56609,0.134531
-2.8413e-03,4.57031,0.127188
-2.8410e-03,4.57266,0.120625
-2.8406e-03,4.59438,0.135
-2.8403e-03,4.58688,0.114375
-2.8400e-03,4.59484,0.112187
-2.8397e-03,4.60391,0.123281
-2.8394e-03,4.6075,0.119531
-2.8390e-03,4.61125,0.114062
-2.8387e-03,4.62359,0.121875
-2.8384e-03,4.62688,0.127344
-2.8381e-03,4.63953,0.126875
-2.8378e-03,4.63734,0.129688
-2.8374e-03,4.65297,0.114375
-2.8371e-03,4.65125,0.117969
-2.8368e-03,4.66125,0.129219
-2.8365e-03,4.66625,0.115312
-2.8362e-03,4.66516,0.119844
-2.8358e-03,4.68516,0.109531
-2.8355e-03,4.68047,0.105313
-2.8352e-03,4.69562,0.104844
-2.8349e-03,4.68469,0.0914063
-2.8346e-03,4.70766,0.0720313
-2.8342e-03,4.70016,0.0521875
-2.8339e-03,4.70312,0.041875
-2.8336e-03,4.71438,0.04375
-2.8333e-03,4.69797,0.0198438
-2.8330e-03,4.70109,0.0110937
-2.8326e-03,4.70516,0.0104688
-2.8323e-03,4.70172,-0.0104688
-2.8320e-03,4.70688,0.0071875
-2.8317e-03,4.69703,-0.0078125
-2.8314e-03,4.69188,-0.0307812
-2.8310e-03,4.69453,-0.00671875
-2.8307e-03,4.67984,-0.0225
-2.8304e-03,4.67984,-0.0373438
-2.8301e-03,4.68047,-0.0303125
-2.8298e-03,4.67906,-0.053125
-2.8294e-03,4.68094,-0.061875
-2.8291e-03,4.67484,-0.0414062
-2.8288e-03,4.67094,-0.0467188
-2.8285e-03,4.65547,-0.06
-2.8282e-03,4.66828,-0.049375
-2.8278e-03,4.6575,-0.0673438
-2.8275e-03,4.66359,-0.0703125
-2.8272e-03,4.65016,-0.0598438
-2.8269e-03,4.64406,-0.0590625
-2.8266e-03,4.62312,-0.0696875
-2.8262e-03,4.62609,-0.0545313
-2.8259e-03,4.62578,-0.0604688
-2.8256e-03,4.62359,-0.0728125
-2.8253e-03,4.61937,-0.06
-2.8250e-03,4.61,-0.0598438
-2.8246e-03,4.60891,-0.065
-2.8243e-03,4.59438,-0.0634375
-2.8240e-03,4.59391,-0.0735937
-2.8237e-03,4.58703,-0.0675
-2.8234e-03,4.58406,-0.0723437
-2.8230e-03,4.58031,-0.081875
-2.8227e-03,4.57375,-0.0678125
-2.8224e-03,4.56719,-0.056875
-2.8221e-03,4.55156,-0.0821875
-2.8218e-03,4.54734,-0.0634375
-2.8214e-03,4.54141,-0.0796875
-2.8211e-03,4.54484,-0.0757813
-2.8208e-03,4.5275,-0.0660938
-2.8205e-03,4.53313,-0.0770312
-2.8202e-03,4.51828,-0.0853125
-2.8198e-03,4.51969,-0.0685937
-2.8195e-03,4.50828,-0.08
-2.8192e-03,4.50516,-0.07625
-2.8189e-03,4.48734,-0.0720313
-2.8186e-03,4.48703,-0.0785938
-2.8182e-03,4.47969,-0.0701563
-2.8179e-03,4.47625,-0.0671875
-2.8176e-03,4.4775,-0.0739063
-2.8173e-03,4.46891,-0.074375
-2.8170e-03,4.46594,-0.0657812
-2.8166e-03,4.45625,-0.08625
-2.8163e-03,4.45609,-0.0845313
-2.8160e-03,4.44641,-0.0704687
-2.8157e-03,4.43234,-0.0878125
-2.8154e-03,4.42922,-0.0795312
-2.8150e-03,4.42734,-0.0935938
-2.8147e-03,4.42672,-0.0884375
-2.8144e-03,4.42594,-0.079375
-2.8141e-03,4.42297,-0.0875
-2.8138e-03,4.4,-0.0840625
-2.8134e-03,4.3925,-0.083125
-2.8131e-03,4.39031,-0.0839063
-2.8128e-03,4.38766,-0.08
-2.8125e-03,4.38359,-0.0753125
-2.8122e-03,4.38359,-0.0926562
-2.8118e-03,4.38266,-0.09875
-2.8115e-03,4.37531,-0.0867187
-2.8112e-03,4.35906,-0.0690625
-2.8109e-03,4.35578,-0.0923438
-2.8106e-03,4.35,-0.081875
-2.8102e-03,4.34531,-0.080625
-2.8099e-03,4.34547,-0.0920312
-2.8096e-03,4.33391,-0.0803125
-2.8093e-03,4.31937,-0.0876563
-2.8090e-03,4.32578,-0.106563
-2.8086e-03,4.31766,-0.0776562
-2.8083e-03,4.32141,-0.0921875
-2.8080e-03,4.30531,-0.0996875
-2.8077e-03,4.28219,-0.0876563
-2.8074e-03,4.28578,-0.0998438
-2.8070e-03,4.27406,-0.0898438
-2.8067e-03,4.26984,-0.0926562
-2.8064e-03,4.27094,-0.103906
-2.8061e-03,4.26984,-0.0795312
-2.8058e-03,4.25,-0.095625
-2.8054e-03,4.25859,-0.0832813
-2.8051e-03,4.25875,-0.083125
-2.8048e-03,4.24469,-0.0903125
-2.8045e-03,4.24766,-0.0942188
-2.8042e-03,4.23031,-0.095625
-2.8038e-03,4.23734,-0.0982813
-2.8035e-03,4.22453,-0.105625
-2.8032e-03,4.215,-0.102969
-2.8029e-03,4.22219,-0.102031
-2.8026e-03,4.20516,-0.113906
-2.8022e-03,4.19516,-0.0882813
-2.8019e-03,4.19734,-0.0953125
-2.8016e-03,4.17797,-0.105469
-2.8013e-03,4.17563,-0.0889063
-2.8010e-03,4.17703,-0.10625
-2.8006e-03,4.16,-0.102656
-2.8003e-03,4.15156,-0.0989063
-2.8000e-03,4.14828,-0.106406
-2.7997e-03,4.14453,-0.110313
-2.7994e-03,4.15359,-0.0915625
-2.7990e-03,4.12578,-0.109219
-2.7987e-03,4.12891,-0.105625
-2.7984e-03,4.11719,-0.0978125
-2.7981e-03,4.11766,-0.110781
-2.7978e-03,4.11516,-0.100781
-2.7974e-03,4.10891,-0.118594
-2.7971e-03,4.10562,-0.106719
-2.7968e-03,4.08734,-0.105
-2.7965e-03,4.09609,-0.1025
-2.7962e-03,4.08312,-0.115781
-2.7958e-03,4.07437,-0.102188
-2.7955e-03,4.07313,-0.116406
-2.7952e-03,4.06484,-0.113125
-2.7949e-03,4.05531,-0.103125
-2.7946e-03,4.05141,-0.1075
-2.7942e-03,4.05516,-0.122031
-2.7939e-03,4.04531,-0.108438
-2.7936e-03,4.03484,-0.120469
-2.7933e-03,4.02531,-0.114375
-2.7930e-03,4.02359,-0.104844
-2.7926e-03,4.02313,-0.114531
-2.7923e-03,4.01297,-0.113906
-2.7920e-03,4.01172,-0.093125
-2.7917e-03,3.99313,-0.101875
-2.7914e-03,3.98844,-0.104219
-2.7910e-03,3.98734,-0.106094
-2.7907e-03,3.99688,-0.11125
-2.7904e-03,3.97172,-0.114687
-2.7901e-03,3.97609,-0.107813
-2.7898e-03,3.96703,-0.112656
-2.7894e-03,3.95625,-0.133281
-2.7891e-03,3.96156,-0.099375
-2.7888e-03,3.95344,-0.124688
-2.7885e-03,3.93688,-0.110469
-2.7882e-03,3.93531,-0.10625
-2.7878e-03,3.94313,-0.115937
-2.7875e-03,3.91906,-0.111094
-2.7872e-03,3.92437,-0.112969
-2.7869e-03,3.90953,-0.117813
-2.7866e-03,3.91094,-0.1225
-2.7862e-03,3.895,-0.111875
-2.7859e-03,3.88969,-0.135
-2.7856e-03,3.87672,-0.113906
-2.7853e-03,3.87875,-0.117656
-2.7850e-03,3.88969,-0.12
-2.7846e-03,3.87438,-0.124688
-2.7843e-03,3.87062,-0.136094
-2.7840e-03,3.85844,-0.134688
-2.7837e-03,3.8625,-0.107188
-2.7834e-03,3.83906,-0.125156
-2.7830e-03,3.84719,-0.129531
-2.7827e-03,3.84672,-0.115156
-2.7824e-03,3.835,-0.129844
-2.7821e-03,3.82203,-0.126094
-2.7818e-03,3.82047,-0.122031
-2.7814e-03,3.80703,-0.113906
-2.7811e-03,3.79578,-0.140781
-2.7808e-03,3.80828,-0.122813
-2.7805e-03,3.78703,-0.133281
-2.7802e-03,3.785,-0.135625
-2.7798e-03,3.78406,-0.119375
-2.7795e-03,3.77094,-0.129844
-2.7792e-03,3.77,-0.134219
-2.7789e-03,3.75453,-0.121094
-2.7786e-03,3.75109,-0.133125
-2.7782e-03,3.74594,-0.134844
-2.7779e-03,3.75844,-0.130781
-2.7776e-03,3.745,-0.133438
-2.7773e-03,3.72703,-0.14375
-2.7770e-03,3.74031,-0.136094
-2.7766e-03,3.71859,-0.150781
-2.7763e-03,3.71437,-0.13625
-2.7760e-03,3.70984,-0.11375
-2.7757e-03,3.70359,-0.147813
-2.7754e-03,3.70984,-0.142187
-2.7750e-03,3.69969,-0.131875
-2.7747e-03,3.69734,-0.143437
-2.7744e-03,3.67266,-0.1425
-2.7741e-03,3.68094,-0.139687
-2.7738e-03,3.66859,-0.153594
-2.7734e-03,3.66484,-0.142031
-2.7731e-03,3.6675,-0.147187
-2.7728e-03,3.65687,-0.148125
-2.7725e-03,3.645,-0.129062
-2.7722e-03,3.65516,-0.158281
-2.7718e-03,3.64281,-0.154688
-2.7715e-03,3.62859,-0.136094
-2.7712e-03,3.62594,-0.147031
-2.7709e-03,3.60781,-0.1475
-2.7706e-03,3.62047,-0.137969
-2.7702e-03,3.6175,-0.142031
-2.7699e-03,3.59875,-0.160625
-2.7696e-03,3.60828,-0.140625
-2.7693e-03,3.59578,-0.146875
-2.7690e-03,3.58937,-0.156719
-2.7686e-03,3.57688,-0.14875
-2.7683e-03,3.56953,-0.171563
-2.7680e-03,3.57531,-0.144063
-2.7677e-03,3.56141,-0.140156
-2.7674e-03,3.55109,-0.150781
-2.7670e-03,3.54719,-0.151406
-2.7667e-03,3.54875,-0.147813
-2.7664e-03,3.54547,-0.169531
-2.7661e-03,3.51688,-0.143125
-2.7658e-03,3.53516,-0.153906
-2.7654e-03,3.51578,-0.17125
-2.7651e-03,3.50844,-0.145781
-2.7648e-03,3.51234,-0.142187
-2.7645e-03,3.48609,-0.171719
-2.7642e-03,3.50359,-0.144219
-2.7638e-03,3.48766,-0.154844
-2.7635e-03,3.48125,-0.158594
-2.7632e-03,3.47641,-0.146094
-2.7629e-03,3.47484,-0.16375
-2.7626e-03,3.46813,-0.174063
-2.7622e-03,3.46453,-0.141563
-2.7619e-03,3.46359,-0.168125
-2.7616e-03,3.45297,-0.176563
-2.7613e-03,3.43969,-0.155625
-2.7610e-03,3.45469,-0.166094
-2.7606e-03,3.4375,-0.155781
-2.7603e-03,3.42578,-0.158438
-2.7600e-03,3.42422,-0.170313
-2.7597e-03,3.41578,-0.171406
-2.7594e-03,3.40719,-0.16875
-2.7590e-03,3.39453,-0.174063
-2.7587e-03,3.39094,-0.161562
-2.7584e-03,3.39906,-0.149531
-2.7581e-03,3.38422,-0.177969
-2.7578e-03,3.38359,-0.167969
-2.7574e-03,3.37469,-0.155781
-2.7571e-03,3.38109,-0.177969
-2.7568e-03,3.35938,-0.17375
-2.7565e-03,3.35344,-0.172031
-2.7562e-03,3.36313,-0.189219
